user_detail_id,first_name,last_name,gender,age,username,password,email,phone_number,address
304,Jayeng,Permata,F,50,permata376,&4mY47wyV7,jayeng.permata@yahoo.com,(080) 221-9829,"Gang Gedebage Selatan No. 845
Meulaboh, KR 05758"
305,Adikara,Prakasa,F,15,prakasa503,a7%!1#CfH(,adikara.prakasa@yahoo.com,-9150,"Jalan Veteran No. 30
Bontang, Nusa Tenggara Barat 32404"
306,Laswi,Uwais,F,24,uwais235,49#cNPb8$A,laswi.uwais@hotmail.com,+62 (072) 330-8618,"Gg. BKR No. 15
Bekasi, Sumatera Utara 22761"
307,Jayeng,Hidayat,M,68,jayeng760,HjjGiuw+(1,jayeng.hidayat@gmail.com,(0794) 619-6668,"Gang Rumah Sakit No. 399
Blitar, JB 95914"
308,Budi,Oktaviani,F,79,oktaviani814,&2BLGKIywJ,budi.oktaviani@yahoo.com,+62 (0740) 954 4413,"Jalan K.H. Wahid Hasyim No. 233
Banjar, Sulawesi Barat 13208"
309,Raina,Habibi,M,55,raina627,aIK0Hsfv@c,raina.habibi@hotmail.com,875948363,"Jl. Tebet Barat Dalam No. 946
Tanjungpinang, SU 41814"
310,Raharja,Maheswara,M,53,raharja311,+*SYJFsu4j,raharja.maheswara@gmail.com,+62 (022) 563 3257,"Gg. Ciumbuleuit No. 7
Cirebon, KS 56804"
311,Ratna,Puspasari,M,55,puspasari63,9@Em+xIu^e,ratna.puspasari@yahoo.com,+62 (078) 737-5465,"Gg. Pacuan Kuda No. 25
Dumai, DKI Jakarta 17434"
312,Darman,Susanti,F,26,darman981,fC@4NF)nz&,darman.susanti@hotmail.com,842350664,"Gang Raya Ujungberung No. 696
Pontianak, YO 47108"
313,Hamima,Laksita,F,26,laksita451,!80kU0)hRA,hamima.laksita@yahoo.com,(081) 891 1754,"Jalan Monginsidi No. 4
Kotamobagu, Kalimantan Timur 59060"
314,Rangga,Hidayat,F,77,hidayat661,)o97I^mc*%,rangga.hidayat@hotmail.com,-1579,"Jalan Rawamangun No. 430
Batu, MA 65586"
315,Langgeng,Sitorus,F,24,langgeng280,d!J6WKhWzJ,langgeng.sitorus@yahoo.com,-8898,"Gang Dr. Djunjunan No. 5
Pagaralam, KB 78214"
316,Zahra,Setiawan,X,79,zahra515,)2DHvft@7j,zahra.setiawan@hotmail.com,(0844) 402-2786,"Gang Rajiman No. 96
Pariaman, JT 75243"
317,Paramita,Adriansyah,M,28,paramita167,rYk+9Grdh#,paramita.adriansyah@yahoo.com,085 033 2279,"Jalan Indragiri No. 8
Parepare, SU 87126"
318,Jarwa,Palastri,F,49,palastri525,l@_3iBniCP,jarwa.palastri@hotmail.com,+62 (068) 652 4632,"Jalan Dipenogoro No. 88
Surakarta, SG 79293"
319,Lili,Maryati,M,90,lili179,4f@9C*eO7#,lili.maryati@yahoo.com,-3963,"Gang Monginsidi No. 695
Surakarta, SU 96157"
320,Prabu,Irawan,M,52,irawan888,kk&4SIqJ(T,prabu.irawan@gmail.com,+62 (955) 630-4126,"Jl. Laswi No. 682
Tidore Kepulauan, JI 76284"
321,Ian,Winarsih,M,43,ian262,#u!7!EUg8n,ian.winarsih@yahoo.com,+62 (828) 071-0433,"Gg. PHH. Mustofa No. 45
Palangkaraya, KT 91573"
322,Cinta,Waskita,F,50,waskita785,%r+C%@+bu0,cinta.waskita@yahoo.com,-2431,"Jalan Laswi No. 49
Tidore Kepulauan, Kalimantan Barat 07052"
323,Oskar,Hidayanto,F,77,oskar607,u)C2&Vp5F6,oskar.hidayanto@gmail.com,(0976) 887-2116,"Gang Jend. A. Yani No. 3
Tidore Kepulauan, Lampung 63344"
324,Tania,Agustina,F,41,tania341,48IGF#hS)S,tania.agustina@hotmail.com,-1778,"Gg. Otto Iskandardinata No. 2
Palopo, PA 88799"
325,Agus,Novitasari,M,39,novitasari826,(WMkG!lct4,agus.novitasari@yahoo.com,(0031) 105 6796,"Jalan Gardujati No. 29
Pagaralam, Nusa Tenggara Barat 99825"
326,Galih,Andriani,F,87,galih970,#9RD(FIsz),galih.andriani@gmail.com,(0359) 791 8130,"Jl. Gedebage Selatan No. 756
Tanjungbalai, DKI Jakarta 90127"
327,Rini,Sihombing,M,30,sihombing321,s#1IQb85SA,rini.sihombing@yahoo.com,+62 (0564) 900-3444,"Jl. Otto Iskandardinata No. 5
Jambi, DI Yogyakarta 49237"
328,Dagel,Megantara,F,43,megantara398,%3S+dvLVnl,dagel.megantara@yahoo.com,+62 (954) 651-2182,"Jl. Ahmad Dahlan No. 68
Binjai, Kalimantan Barat 27701"
329,Daru,Natsir,M,67,daru693,f7QcSr&n_w,daru.natsir@hotmail.com,+62 (67) 538-7443,"Gg. Gardujati No. 4
Pontianak, Lampung 69549"
330,Kasiyah,Santoso,M,52,kasiyah453,%c8ngEVxmb,kasiyah.santoso@hotmail.com,(047) 780-3348,"Gang Dipenogoro No. 83
Manado, DI Yogyakarta 43390"
331,Waluyo,Ramadan,F,59,waluyo336,H93U@2JuG(,waluyo.ramadan@gmail.com,(0177) 020-2749,"Jalan Sukabumi No. 502
Singkawang, Kalimantan Tengah 34208"
332,Emil,Lazuardi,F,30,lazuardi664,&uEh_&xh4V,emil.lazuardi@yahoo.com,+62 (77) 741-5542,"Jalan Jamika No. 85
Bima, Kalimantan Barat 67273"
333,Cahyadi,Mustofa,M,46,mustofa50,i!9BP_jeQF,cahyadi.mustofa@yahoo.com,+62 (170) 969-2352,"Jl. Gedebage Selatan No. 09
Kota Administrasi Jakarta Utara, SB 68855"
334,Cemani,Halimah,M,21,cemani876,hzF#uWi*!0,cemani.halimah@hotmail.com,+62 (0564) 406 3246,"Gg. Yos Sudarso No. 0
Probolinggo, Lampung 21296"
335,Cawuk,Waluyo,F,44,cawuk899,*a6tEHzZKN,cawuk.waluyo@yahoo.com,+62 (002) 258 2873,"Jalan Jayawijaya No. 0
Tegal, DI Yogyakarta 96450"
336,Nasab,Sihotang,M,27,sihotang547,5+^5Gf_!)P,nasab.sihotang@yahoo.com,+62 (0758) 141-7761,"Jl. Rumah Sakit No. 4
Bekasi, SG 21153"
337,Pangestu,Mayasari,F,59,mayasari618,^7SY&0Nh9U,pangestu.mayasari@gmail.com,(023) 165-8532,"Gg. Ciumbuleuit No. 35
Kota Administrasi Jakarta Pusat, LA 99470"
338,Rahman,Pratama,F,35,pratama510,*OCLhm1j6N,rahman.pratama@yahoo.com,(086) 419 2238,"Jl. Antapani Lama No. 6
Pekanbaru, Bengkulu 48564"
339,Mujur,Kusumo,M,75,mujur671,94Nse84O(7,mujur.kusumo@yahoo.com,-3925,"Jalan Antapani Lama No. 563
Palangkaraya, BA 18447"
340,Harto,Gunarto,F,80,harto126,!W7Ny*Rxh0,harto.gunarto@yahoo.com,(0017) 262 4529,"Gang Soekarno Hatta No. 429
Probolinggo, Kalimantan Timur 26092"
341,Nasim,Samosir,M,37,nasim79,1j&FW1Cy+6,nasim.samosir@yahoo.com,087 895 3953,"Jalan Ahmad Yani No. 0
Pekanbaru, SR 30930"
342,Rangga,Hardiansyah,F,43,rangga315,O9UIG1eO_2,rangga.hardiansyah@yahoo.com,+62 (335) 955 2405,"Gg. Lembong No. 1
Sungai Penuh, BB 07705"
343,Warsita,Winarno,M,17,warsita314,v4PhZGh8)R,warsita.winarno@yahoo.com,-10121,"Gg. Indragiri No. 376
Depok, JA 10071"
344,Maryadi,Salahudin,M,26,maryadi515,i3PpGyhv_X,maryadi.salahudin@yahoo.com,+62 (691) 034-1770,"Gang Kendalsari No. 84
Pekalongan, Sumatera Barat 03887"
345,Cakrawangsa,Wahyudin,F,88,wahyudin910,*LByEnHw2@,cakrawangsa.wahyudin@yahoo.com,+62 (0276) 783 6082,"Gang Raya Ujungberung No. 1
Cirebon, Papua 38826"
346,Gading,Rahimah,F,65,gading209,+c8RuHUrJa,gading.rahimah@yahoo.com,+62 (786) 597-6753,"Gang Astana Anyar No. 30
Banjarmasin, NT 75503"
347,Cahyadi,Haryanto,F,47,haryanto24,c!pFoMLiX4,cahyadi.haryanto@gmail.com,+62 (66) 877-7490,"Jl. Pelajar Pejuang No. 370
Payakumbuh, Kalimantan Timur 42841"
348,Cakrabuana,Pratiwi,M,44,cakrabuana168,*)h6VBiweM,cakrabuana.pratiwi@gmail.com,-856,"Jl. Pacuan Kuda No. 77
Purwokerto, BA 36042"
349,Himawan,Tampubolon,M,62,tampubolon771,^ZXBJGPa4&,himawan.tampubolon@hotmail.com,+62 (086) 345-0492,"Jalan Rungkut Industri No. 83
Ternate, JB 72366"
350,Galar,Usamah,F,57,usamah890,6(O9GqlJH+,galar.usamah@yahoo.com,-2009,"Gg. Moch. Ramdan No. 1
Jambi, LA 51246"
351,Zahra,Lestari,F,53,zahra632,%#M%kgVlg0,zahra.lestari@hotmail.com,-6114,"Gg. Siliwangi No. 3
Langsa, Kalimantan Timur 01786"
352,Rachel,Maryati,M,83,maryati10,4(4B9GlvIT,rachel.maryati@gmail.com,+62 (0353) 286 3641,"Gg. Asia Afrika No. 854
Surakarta, BE 18945"
353,Langgeng,Utama,X,90,langgeng378,W5HSSqpp$5,langgeng.utama@yahoo.com,+62 (052) 001 3589,"Jalan Moch. Toha No. 214
Mataram, Sumatera Selatan 49200"
354,Dacin,Adriansyah,M,18,adriansyah203,*2P@8UynX4,dacin.adriansyah@hotmail.com,827307845,"Jalan Pasteur No. 72
Surabaya, JB 01695"
355,Tirtayasa,Marpaung,M,65,tirtayasa399,#^stKW2q8P,tirtayasa.marpaung@yahoo.com,(0112) 979-1902,"Gg. KH Amin Jasuta No. 237
Pontianak, KS 22390"
356,Mulyono,Rahimah,M,74,mulyono56,iUv+17Fn%Y,mulyono.rahimah@yahoo.com,-8676,"Gang R.E Martadinata No. 8
Pangkalpinang, MU 21338"
357,Nabila,Zulkarnain,M,32,zulkarnain590,O4T1kVFo(_,nabila.zulkarnain@hotmail.com,877944226,"Jl. Kutisari Selatan No. 06
Denpasar, YO 62187"
358,Nardi,Sihombing,F,37,sihombing604,$u#kOfLu2C,nardi.sihombing@hotmail.com,+62 (0749) 125-0796,"Jl. Cempaka No. 315
Batu, Lampung 49471"
359,Daliono,Simanjuntak,F,25,simanjuntak216,Vu0K+twE)*,daliono.simanjuntak@yahoo.com,824686804,"Gg. Bangka Raya No. 0
Bontang, Riau 92052"
360,Nasim,Usamah,M,68,usamah623,XU_0MOuvOi,nasim.usamah@yahoo.com,(0959) 769 7311,"Gg. Kapten Muslihat No. 43
Pangkalpinang, Maluku Utara 66598"
361,Wulan,Yuniar,M,51,wulan275,E$0OgLTs#s,wulan.yuniar@gmail.com,+62 (0413) 300 6834,"Jalan Kutai No. 75
Cirebon, Lampung 34122"
362,Puspa,Maheswara,M,36,puspa370,!y6B&)7x5),puspa.maheswara@yahoo.com,+62 (764) 407-5342,"Gang Cihampelas No. 164
Lhokseumawe, GO 03528"
363,Sabri,Najmudin,M,25,sabri553,u7q0ZY)c)2,sabri.najmudin@hotmail.com,+62 (65) 260-4337,"Jalan Dr. Djunjunan No. 2
Tanjungbalai, JK 17014"
364,Jati,Hakim,F,38,jati529,%24Pxy)Jn$,jati.hakim@yahoo.com,084 075 2519,"Jalan KH Amin Jasuta No. 973
Mataram, Bengkulu 54321"
365,Cakrawangsa,Hidayanto,F,21,cakrawangsa369,roRYCxY!+9,cakrawangsa.hidayanto@yahoo.com,+62 (59) 574 7436,"Gang S. Parman No. 9
Tidore Kepulauan, Kepulauan Riau 73512"
366,Teguh,Firmansyah,F,28,firmansyah974,+2D(*Vrgx3,teguh.firmansyah@hotmail.com,+62 (59) 477 2008,"Jl. Sentot Alibasa No. 66
Pontianak, KT 10056"
367,Banawi,Firgantoro,X,69,firgantoro475,%FLdmAzT8f,banawi.firgantoro@gmail.com,(0759) 693 8532,"Jl. Ciwastra No. 03
Pagaralam, YO 36519"
368,Eka,Firgantoro,M,88,firgantoro16,4&MIe6L53x,eka.firgantoro@gmail.com,(081) 595-7762,"Gg. Cempaka No. 5
Bandung, KS 40456"
369,Vicky,Hardiansyah,F,16,vicky277,F!4HsdFsx!,vicky.hardiansyah@hotmail.com,-465,"Gang Medokan Ayu No. 679
Singkawang, Sumatera Selatan 54409"
370,Diah,Rajata,F,65,rajata960,!bDMJDu^83,diah.rajata@hotmail.com,084 886 3928,"Gg. Tebet Barat Dalam No. 02
Surabaya, Lampung 50188"
371,Nurul,Simbolon,F,27,nurul219,&7gNxvThL*,nurul.simbolon@hotmail.com,+62 (023) 475-8788,"Gang Ahmad Dahlan No. 38
Magelang, YO 73175"
372,Vivi,Handayani,M,87,handayani49,xfJ_FQ3a$1,vivi.handayani@yahoo.com,-10416,"Gang Jakarta No. 330
Tanjungbalai, Sulawesi Utara 05359"
373,Ismail,Padmasari,M,20,padmasari473,(()7etLum#,ismail.padmasari@gmail.com,817195762,"Gang Otto Iskandardinata No. 4
Padangpanjang, BB 47848"
374,Lala,Wijayanti,M,61,lala937,j&s9)JWqxC,lala.wijayanti@gmail.com,+62 (81) 524 2450,"Gg. Ahmad Dahlan No. 8
Bekasi, AC 04501"
375,Bahuwarna,Gunawan,F,26,bahuwarna408,12Qx94cE&v,bahuwarna.gunawan@gmail.com,(0930) 046-3915,"Jalan Jayawijaya No. 63
Tanjungpinang, SU 24029"
376,Gambira,Samosir,M,37,samosir338,J4VyFWJi!@,gambira.samosir@hotmail.com,-2874,"Gg. Indragiri No. 44
Banjar, SB 33017"
377,Umar,Pradana,F,46,umar475,&gp5t0Ys3k,umar.pradana@gmail.com,+62 (65) 502-3493,"Gang Tebet Barat Dalam No. 56
Mojokerto, KR 50864"
378,Jumari,Pudjiastuti,F,73,pudjiastuti104,34*8+1Stri,jumari.pudjiastuti@gmail.com,+62 (616) 386 7412,"Gang Antapani Lama No. 9
Bontang, JT 45720"
379,Jayadi,Suryono,F,77,suryono679,*H99Q*f!TH,jayadi.suryono@yahoo.com,(0475) 444 4080,"Gang R.E Martadinata No. 817
Purwokerto, AC 25719"
380,Hana,Januar,M,81,hana606,rzY%$1JswJ,hana.januar@hotmail.com,(0496) 284-6554,"Gang Cikapayang No. 25
Batam, SB 00067"
381,Elma,Sitorus,F,50,elma205,j^s3P4w0hH,elma.sitorus@hotmail.com,+62 (566) 163 8805,"Gg. Asia Afrika No. 03
Bukittinggi, PA 74904"
382,Lasmanto,Wijayanti,M,28,lasmanto788,A#E5Kbpp+G,lasmanto.wijayanti@gmail.com,(011) 222-2117,"Jl. Raya Setiabudhi No. 30
Dumai, Jawa Barat 99963"
383,Darmana,Hasanah,F,48,hasanah556,jU5GKl!f(w,darmana.hasanah@hotmail.com,(0794) 238 4264,"Gg. BKR No. 7
Tual, KI 05072"
384,Kezia,Winarsih,M,54,kezia139,T!7U@cLVOn,kezia.winarsih@hotmail.com,(0921) 632-8266,"Jl. Dr. Djunjunan No. 117
Mataram, ST 78779"
385,Jasmani,Prasasta,M,88,prasasta541,e2nV8lt*^d,jasmani.prasasta@yahoo.com,087 684 4657,"Jalan Sentot Alibasa No. 37
Cimahi, YO 15307"
386,Raden,Lailasari,F,37,lailasari407,^QTj1WNiG(,raden.lailasari@hotmail.com,+62 (043) 566 6445,"Jalan S. Parman No. 57
Padang Sidempuan, SU 78169"
387,Ani,Fujiati,M,49,ani241,KRy1wVzih+,ani.fujiati@yahoo.com,+62 (0929) 169 9325,"Jalan Medokan Ayu No. 460
Madiun, Kalimantan Selatan 93654"
388,Purwanto,Kusumo,F,72,purwanto758,!IO+E+Coq8,purwanto.kusumo@yahoo.com,084 927 7260,"Gang Veteran No. 862
Malang, Kalimantan Selatan 81994"
389,Lutfan,Yolanda,F,29,lutfan428,+0%UQvq%&u,lutfan.yolanda@hotmail.com,+62 (085) 271-5996,"Gg. Moch. Ramdan No. 626
Pangkalpinang, SS 86723"
390,Jail,Maryati,F,74,maryati669,@3V!^RYo#u,jail.maryati@gmail.com,-9285,"Jl. Sadang Serang No. 27
Bontang, BT 28964"
391,Aslijan,Suryono,F,18,suryono193,!0N#xH8_XU,aslijan.suryono@yahoo.com,+62 (70) 150-7322,"Jl. Veteran No. 88
Mataram, SB 91773"
392,Kiandra,Saefullah,F,71,kiandra127,ll1Ys!xh_3,kiandra.saefullah@hotmail.com,-7310,"Gang Rajiman No. 690
Sabang, BA 42606"
393,Chelsea,Putra,F,25,putra714,y^a4apYuNx,chelsea.putra@hotmail.com,-3257,"Jl. Bangka Raya No. 9
Depok, SN 35117"
394,Diana,Hidayat,M,46,diana835,^yBp3w+rJ1,diana.hidayat@yahoo.com,-7454,"Jl. Ahmad Yani No. 80
Kota Administrasi Jakarta Pusat, BT 07992"
395,Asmianto,Agustina,M,38,agustina216,$&)4c6D4oj,asmianto.agustina@yahoo.com,-8021,"Gg. W.R. Supratman No. 521
Gorontalo, KU 00232"
396,Ajeng,Hassanah,F,78,ajeng149,_7SJ(Ykn%z,ajeng.hassanah@gmail.com,+62 (906) 627-7324,"Jl. Rungkut Industri No. 9
Jayapura, Kalimantan Utara 39952"
397,Talia,Halimah,M,80,talia857,_PgyFJMsj3,talia.halimah@yahoo.com,-2674,"Gg. Pacuan Kuda No. 483
Cirebon, Sumatera Selatan 92170"
398,Ellis,Firgantoro,M,69,firgantoro591,&nJ15I6gwm,ellis.firgantoro@gmail.com,-4606,"Gang Suryakencana No. 629
Depok, DI Yogyakarta 11286"
399,Aswani,Putra,M,56,aswani338,EJ!Usst2#7,aswani.putra@gmail.com,083 436 7400,"Gang Kebonjati No. 636
Sabang, Kalimantan Utara 82937"
400,Hani,Padmasari,F,32,hani516,*C7HFOMquB,hani.padmasari@gmail.com,+62 (839) 599-1803,"Jalan Monginsidi No. 03
Tasikmalaya, Sulawesi Selatan 51831"
401,Tirtayasa,Hardiansyah,F,69,hardiansyah900,1&oDq+Tg%3,tirtayasa.hardiansyah@gmail.com,(063) 046 5188,"Jalan Dipenogoro No. 6
Denpasar, Jawa Tengah 70742"
402,Almira,Wibisono,M,53,wibisono732,eoIr8PVzN+,almira.wibisono@yahoo.com,+62 (035) 191-1322,"Gg. Kutisari Selatan No. 66
Tebingtinggi, Jambi 88175"
403,Gabriella,Nasyidah,M,85,nasyidah895,r(cE8hWu0I,gabriella.nasyidah@gmail.com,+62 (042) 069 5116,"Gg. Sukabumi No. 14
Tomohon, Sulawesi Tenggara 22855"
404,Maya,Mandala,F,26,mandala64,Os4@NYUx)_,maya.mandala@yahoo.com,+62 (00) 044-5263,"Gang Soekarno Hatta No. 086
Langsa, Nusa Tenggara Timur 63755"
405,Zaenab,Winarno,M,31,zaenab139,9e&7T0OccS,zaenab.winarno@gmail.com,+62 (43) 724-6943,"Gg. Ronggowarsito No. 20
Payakumbuh, AC 24663"
406,Dadi,Lestari,M,44,lestari228,6(iaNsZl@Z,dadi.lestari@hotmail.com,081 953 7002,"Gg. Indragiri No. 9
Sungai Penuh, Nusa Tenggara Timur 35851"
407,Yulia,Oktaviani,M,32,yulia617,(wAMfE1jR0,yulia.oktaviani@yahoo.com,(046) 409 8992,"Gg. Kebonjati No. 81
Banjar, Kalimantan Selatan 01493"
408,Gawati,Latupono,M,87,gawati386,mJ44Wxgp@#,gawati.latupono@yahoo.com,810809758,"Gg. Ciwastra No. 3
Makassar, JT 49489"
409,Yunita,Mandala,M,80,yunita71,(fIwsChWz5,yunita.mandala@yahoo.com,+62 (095) 409 8044,"Gg. Yos Sudarso No. 40
Cirebon, SR 30506"
410,Kania,Rahimah,F,41,rahimah492,(8RDqcyq+I,kania.rahimah@hotmail.com,-9691,"Jalan Raya Setiabudhi No. 40
Kediri, Riau 35991"
411,Makara,Zulkarnain,M,74,makara653,Mp_l6nBe57,makara.zulkarnain@yahoo.com,+62 (79) 949-9730,"Jl. Astana Anyar No. 464
Salatiga, NT 62973"
412,Emas,Usada,M,72,usada904,$YPccA_rK2,emas.usada@gmail.com,(010) 261-5134,"Gang Dipenogoro No. 54
Depok, DKI Jakarta 90347"
413,Hendri,Budiyanto,F,24,budiyanto234,@4W$v3npJ_,hendri.budiyanto@yahoo.com,(0484) 720-5944,"Jl. Cikutra Timur No. 3
Palembang, Nusa Tenggara Timur 19185"
414,Harto,Nasyiah,F,33,harto428,+1GXl7loW1,harto.nasyiah@gmail.com,+62 (0836) 801 6108,"Jl. Pacuan Kuda No. 981
Tangerang Selatan, JK 23255"
415,Candra,Rajata,M,68,candra590,(xBV&+##11,candra.rajata@gmail.com,-9011,"Gg. Jend. Sudirman No. 074
Ambon, Kalimantan Selatan 05875"
416,Muhammad,Suryono,F,79,suryono886,8OY@X1Pk93,muhammad.suryono@hotmail.com,(0674) 135 2012,"Gg. H.J Maemunah No. 801
Jayapura, Sulawesi Tenggara 57780"
417,Arta,Pranowo,F,76,arta133,R(1DeQwbOQ,arta.pranowo@gmail.com,+62 (0267) 900 4761,"Jl. Rajawali Timur No. 0
Palembang, Bengkulu 10663"
418,Anita,Hutagalung,F,23,anita50,90CdX&KP!r,anita.hutagalung@yahoo.com,+62 (009) 514 7622,"Gg. Setiabudhi No. 16
Pariaman, Banten 72359"
419,Ajeng,Lestari,F,82,lestari650,5hbg^Trp$3,ajeng.lestari@hotmail.com,+62 (0627) 660-4713,"Gg. Rungkut Industri No. 331
Pematangsiantar, Maluku 49462"
420,Darmaji,Anggraini,M,34,anggraini755,&C38I@ot73,darmaji.anggraini@gmail.com,+62 (813) 635-1327,"Jl. Tubagus Ismail No. 4
Tanjungpinang, JI 94680"
421,Latika,Prabowo,M,50,prabowo278,#*6R24Yrzc,latika.prabowo@yahoo.com,-555,"Gang Ronggowarsito No. 458
Palu, KU 75627"
422,Jabal,Nashiruddin,M,17,nashiruddin95,v7M9#mXq^M,jabal.nashiruddin@gmail.com,-7470,"Jalan K.H. Wahid Hasyim No. 7
Palangkaraya, Sulawesi Utara 59544"
423,Gangsar,Padmasari,F,37,padmasari809,)ur8tF@Cq@,gangsar.padmasari@yahoo.com,083 663 7312,"Jalan Ronggowarsito No. 9
Semarang, Riau 37323"
424,Labuh,Pratama,M,60,pratama205,@E94Dt4uD%,labuh.pratama@hotmail.com,+62 (063) 670 9660,"Jalan Rumah Sakit No. 1
Bogor, JT 78129"
425,Arta,Riyanti,M,79,riyanti15,nQh45^8zb$,arta.riyanti@yahoo.com,(014) 092 5005,"Jalan Ir. H. Djuanda No. 37
Palu, YO 90432"
426,Karen,Gunarto,F,80,karen316,(VRb^Y!ac5,karen.gunarto@hotmail.com,(0410) 596 4454,"Gang Antapani Lama No. 10
Tual, Riau 30354"
427,Kemal,Nugroho,M,26,kemal757,T$7z6WFc)^,kemal.nugroho@yahoo.com,+62 (868) 356 1775,"Jalan Monginsidi No. 02
Probolinggo, Kalimantan Timur 00367"
428,Yono,Waskita,X,41,waskita447,h%YKY6Omw7,yono.waskita@yahoo.com,(0947) 361-7626,"Jalan Ahmad Dahlan No. 82
Palembang, SN 63317"
429,Rahmat,Santoso,F,47,rahmat38,f0J9n0Sl_Z,rahmat.santoso@yahoo.com,+62 (948) 630-0189,"Jl. Pasirkoja No. 6
Lhokseumawe, RI 84368"
430,Cahya,Fujiati,F,76,cahya52,rE5_Ylt*(8,cahya.fujiati@gmail.com,-8796,"Gang Joyoboyo No. 258
Pontianak, Sulawesi Selatan 84551"
431,Bakiono,Firmansyah,F,38,bakiono95,+**EyMY&21,bakiono.firmansyah@yahoo.com,-526,"Jalan HOS. Cokroaminoto No. 12
Padang, Sulawesi Utara 71926"
432,Warsita,Sihombing,M,28,sihombing499,$7HwokutY9,warsita.sihombing@hotmail.com,+62 (050) 177 6315,"Jalan Erlangga No. 1
Batu, Sulawesi Utara 95964"
433,Jayadi,Prasetya,M,73,prasetya881,)z3)Ct57Pg,jayadi.prasetya@gmail.com,(068) 369 5001,"Jl. Tebet Barat Dalam No. 25
Bandung, MA 87597"
434,Cinta,Prabowo,M,56,cinta364,Y5nDWNu_#c,cinta.prabowo@gmail.com,+62 (086) 401 2534,"Gang Asia Afrika No. 0
Banjarbaru, Bali 12403"
435,Cengkir,Waskita,F,89,cengkir24,#NAME?,cengkir.waskita@yahoo.com,+62 (499) 367-3309,"Gang Gardujati No. 1
Tomohon, JB 95695"
436,Vino,Yuliarti,M,53,vino467,&KYYxYmi37,vino.yuliarti@hotmail.com,+62 (01) 576-5801,"Gg. Rumah Sakit No. 2
Bima, Papua 96980"
437,Bahuwarna,Aryani,M,26,aryani852,09KhMjaO_p,bahuwarna.aryani@hotmail.com,-2259,"Jl. Laswi No. 30
Tebingtinggi, BT 63944"
438,Bajragin,Permata,F,33,permata208,C6v1S#!^@p,bajragin.permata@yahoo.com,(062) 753 0294,"Gg. Cikapayang No. 59
Purwokerto, MU 30874"
439,Umi,Nuraini,M,43,nuraini423,bu(3!Wa)+i,umi.nuraini@hotmail.com,+62 (045) 897-9190,"Gg. W.R. Supratman No. 9
Bima, KI 92215"
440,Dirja,Saefullah,M,49,saefullah561,C#0Zy^!b_O,dirja.saefullah@gmail.com,+62 (511) 258 1002,"Gang Cikutra Timur No. 9
Yogyakarta, Sumatera Barat 83236"
441,Victoria,Prakasa,F,41,prakasa572,_#lr47G7Qq,victoria.prakasa@gmail.com,-5200,"Gang Kutisari Selatan No. 63
Tangerang, SU 70979"
442,Kurnia,Yuniar,M,57,kurnia96,X3lWy0sb!e,kurnia.yuniar@hotmail.com,(003) 593-4297,"Gg. PHH. Mustofa No. 928
Mojokerto, JA 69138"
443,Heryanto,Natsir,F,41,heryanto795,dI11gYggZ_,heryanto.natsir@hotmail.com,+62 (0880) 254-6690,"Jl. S. Parman No. 50
Banda Aceh, BE 53286"
444,Dadi,Damanik,F,57,dadi599,64pS%Sga@K,dadi.damanik@hotmail.com,+62 (074) 515-4087,"Gang Pasir Koja No. 525
Ternate, KR 28619"
445,Galur,Sihotang,F,80,sihotang394,_L_8EhnyQy,galur.sihotang@hotmail.com,+62 (0277) 555-5328,"Jalan Lembong No. 3
Pasuruan, Papua 20277"
446,Rina,Irawan,F,87,rina207,w7IQpfgu$&,rina.irawan@gmail.com,(012) 201 7187,"Gg. KH Amin Jasuta No. 6
Medan, Gorontalo 25638"
447,Eka,Hidayat,M,55,hidayat161,#5Bij$Gsf7,eka.hidayat@yahoo.com,(0727) 175 9482,"Jalan HOS. Cokroaminoto No. 2
Surabaya, Sulawesi Tenggara 02314"
448,Ilyas,Zulkarnain,M,39,ilyas562,V5UbECqK)_,ilyas.zulkarnain@hotmail.com,-9122,"Gg. Ahmad Dahlan No. 756
Kota Administrasi Jakarta Barat, Kalimantan Barat 67734"
449,Ajimin,Uyainah,M,71,uyainah890,bjv71dRy$C,ajimin.uyainah@yahoo.com,+62 (0320) 481-6156,"Jalan Gegerkalong Hilir No. 461
Banjarbaru, AC 28904"
450,Ozy,Pertiwi,F,61,pertiwi870,b0wD*Qpf%x,ozy.pertiwi@yahoo.com,+62 (0160) 824-4924,"Jalan Rawamangun No. 206
Bitung, Kalimantan Utara 72424"
451,Rafid,Nuraini,M,45,nuraini984,tJ))5M*v!4,rafid.nuraini@yahoo.com,(0437) 845 8611,"Gang Ciwastra No. 52
Magelang, Sulawesi Utara 68503"
452,Surya,Purwanti,F,90,purwanti57,91!)6RZeZT,surya.purwanti@hotmail.com,-7717,"Jalan BKR No. 25
Bukittinggi, JB 62796"
453,Edi,Purwanti,F,60,purwanti243,9yAHgtpx^3,edi.purwanti@yahoo.com,-4338,"Jalan Otto Iskandardinata No. 060
Sibolga, LA 37353"
454,Bagiya,Haryanto,F,79,haryanto68,%QQ5QjlN(y,bagiya.haryanto@yahoo.com,(0294) 857-5053,"Gg. Pelajar Pejuang No. 0
Bitung, KS 39095"
455,Zalindra,Siregar,M,28,siregar993,*4iAJokH2!,zalindra.siregar@gmail.com,082 370 8929,"Gang Laswi No. 81
Ambon, Kalimantan Selatan 53581"
